Name;Hour;Iron & steel;Non-metallic minerals;Transport equipment;Machinery;Mining & quarrying;Food, beverages & tobacco;Paper, pulp & printing;Wood & wood products;Construction;Textile & leather;Not elsewhere specified (industry);Chemical & petrochemical;Agriculture & forestry;Fishing
;154;0.000114186;9.51E-05;8.62E-05;8.62E-05;6.57E-05;8.23E-05;0.000114186;8.04E-05;8.04E-05;8.04E-05;8.04E-05;0.000114155;0.000187836;0.000187836
;155;0.000110249;9.11E-05;8.43E-05;8.43E-05;5.79E-05;8.19E-05;0.000110249;7.61E-05;7.61E-05;7.61E-05;7.61E-05;0.000114155;0.000152046;0.000152046
;156;0.000118124;8.80E-05;8.00E-05;8.00E-05;3.69E-05;7.87E-05;0.000118124;7.26E-05;7.26E-05;7.26E-05;7.26E-05;0.000114155;0.000152379;0.000152379
;157;0.000118124;8.48E-05;7.39E-05;7.39E-05;2.65E-05;7.69E-05;0.000118124;7.03E-05;7.03E-05;7.03E-05;7.03E-05;0.000114155;0.000135492;0.000135492
;158;0.000114186;8.27E-05;6.82E-05;6.82E-05;2.35E-05;7.55E-05;0.000114186;6.81E-05;6.81E-05;6.81E-05;6.81E-05;0.000114155;0.000108956;0.000108956
;159;0.000118124;8.19E-05;6.44E-05;6.44E-05;2.24E-05;7.33E-05;0.000118124;6.33E-05;6.33E-05;6.33E-05;6.33E-05;0.000114155;0.000100293;0.000100293
;160;0.000116549;8.26E-05;6.29E-05;6.29E-05;2.28E-05;7.23E-05;0.000116549;6.13E-05;6.13E-05;6.13E-05;6.13E-05;0.000114155;9.67E-05;9.67E-05
;161;0.000114186;8.46E-05;6.22E-05;6.22E-05;2.19E-05;7.02E-05;0.000114186;6.01E-05;6.01E-05;6.01E-05;6.01E-05;0.000114155;9.90E-05;9.90E-05
;162;0.000114974;8.60E-05;6.11E-05;6.11E-05;2.22E-05;7.00E-05;0.000114974;6.00E-05;6.00E-05;6.00E-05;6.00E-05;0.000114155;0.000123708;0.000123708
;163;0.000116549;8.76E-05;6.04E-05;6.04E-05;2.21E-05;7.01E-05;0.000116549;6.09E-05;6.09E-05;6.09E-05;6.09E-05;0.000114155;0.000177581;0.000177581
;164;0.000110249;8.88E-05;6.03E-05;6.03E-05;2.17E-05;6.87E-05;0.000110249;6.10E-05;6.10E-05;6.10E-05;6.10E-05;0.000114155;0.000201195;0.000201195
;165;0.000118124;8.85E-05;5.93E-05;5.93E-05;2.15E-05;6.72E-05;0.000118124;6.14E-05;6.14E-05;6.14E-05;6.14E-05;0.000114155;0.000160618;0.000160618
;166;0.000113399;8.72E-05;5.70E-05;5.70E-05;2.12E-05;6.58E-05;0.000113399;6.00E-05;6.00E-05;6.00E-05;6.00E-05;0.000114155;0.000117593;0.000117593
;167;0.000118124;8.62E-05;5.55E-05;5.55E-05;2.17E-05;6.36E-05;0.000118124;5.83E-05;5.83E-05;5.83E-05;5.83E-05;0.000114155;9.60E-05;9.60E-05
;168;0.000118124;8.81E-05;5.51E-05;5.51E-05;2.21E-05;6.08E-05;0.000118124;5.84E-05;5.84E-05;5.84E-05;5.84E-05;0.000114155;7.74E-05;7.74E-05
;169;0.000114974;8.18E-05;5.68E-05;5.68E-05;2.31E-05;6.46E-05;0.000114974;5.48E-05;5.48E-05;5.48E-05;5.48E-05;0.000114155;6.62E-05;6.62E-05
;170;0.000118124;8.16E-05;5.61E-05;5.61E-05;2.29E-05;6.62E-05;0.000118124;5.36E-05;5.36E-05;5.36E-05;5.36E-05;0.000114155;6.06E-05;6.06E-05
;171;0.000114186;7.97E-05;5.58E-05;5.58E-05;2.22E-05;6.49E-05;0.000114186;5.31E-05;5.31E-05;5.31E-05;5.31E-05;0.000114155;5.72E-05;5.72E-05
;172;0.000110249;7.83E-05;5.55E-05;5.55E-05;2.21E-05;6.45E-05;0.000110249;5.36E-05;5.36E-05;5.36E-05;5.36E-05;0.000114155;5.50E-05;5.50E-05
;173;0.000114974;7.82E-05;5.60E-05;5.60E-05;2.16E-05;6.57E-05;0.000114974;5.27E-05;5.27E-05;5.27E-05;5.27E-05;0.000114155;5.42E-05;5.42E-05
;174;0.000113399;7.88E-05;5.72E-05;5.72E-05;2.09E-05;6.59E-05;0.000113399;5.25E-05;5.25E-05;5.25E-05;5.25E-05;0.000114155;5.85E-05;5.85E-05
;175;0.000116549;7.77E-05;5.80E-05;5.80E-05;2.06E-05;6.69E-05;0.000116549;5.26E-05;5.26E-05;5.26E-05;5.26E-05;0.000114155;7.81E-05;7.81E-05
;176;0.000113399;7.56E-05;5.80E-05;5.80E-05;2.06E-05;6.69E-05;0.000113399;5.27E-05;5.27E-05;5.27E-05;5.27E-05;0.000114155;0.000131776;0.000131776
;177;0.000113399;7.32E-05;5.78E-05;5.78E-05;2.20E-05;6.80E-05;0.000113399;5.19E-05;5.19E-05;5.19E-05;5.19E-05;0.000114155;0.00019135;0.00019135
;178;0.000111036;7.13E-05;5.77E-05;5.77E-05;2.14E-05;6.98E-05;0.000111036;5.19E-05;5.19E-05;5.19E-05;5.19E-05;0.000114155;0.000187836;0.000187836
;179;0.000116549;6.96E-05;5.75E-05;5.75E-05;2.14E-05;7.06E-05;0.000116549;5.00E-05;5.00E-05;5.00E-05;5.00E-05;0.000114155;0.000152046;0.000152046
;180;0.000112611;6.94E-05;5.66E-05;5.66E-05;2.10E-05;7.10E-05;0.000112611;5.03E-05;5.03E-05;5.03E-05;5.03E-05;0.000114155;0.000152379;0.000152379
;181;0.000114186;6.86E-05;5.54E-05;5.54E-05;2.04E-05;7.16E-05;0.000114186;4.97E-05;4.97E-05;4.97E-05;4.97E-05;0.000114155;0.000135492;0.000135492
;182;0.000111036;6.86E-05;5.46E-05;5.46E-05;2.01E-05;7.23E-05;0.000111036;4.97E-05;4.97E-05;4.97E-05;4.97E-05;0.000114155;0.000108956;0.000108956
;183;0.000115761;6.85E-05;5.43E-05;5.43E-05;2.01E-05;7.26E-05;0.000115761;4.92E-05;4.92E-05;4.92E-05;4.92E-05;0.000114155;0.000100293;0.000100293
;184;0.000115761;6.88E-05;5.41E-05;5.41E-05;2.07E-05;7.33E-05;0.000115761;4.97E-05;4.97E-05;4.97E-05;4.97E-05;0.000114155;9.67E-05;9.67E-05
;185;0.000114186;7.03E-05;5.41E-05;5.41E-05;2.10E-05;7.27E-05;0.000114186;4.98E-05;4.98E-05;4.98E-05;4.98E-05;0.000114155;9.90E-05;9.90E-05
;186;0.000114974;7.18E-05;5.50E-05;5.50E-05;1.99E-05;7.39E-05;0.000114974;5.04E-05;5.04E-05;5.04E-05;5.04E-05;0.000114155;0.000123708;0.000123708
;187;0.000114186;7.29E-05;5.73E-05;5.73E-05;2.08E-05;7.72E-05;0.000114186;5.17E-05;5.17E-05;5.17E-05;5.17E-05;0.000114155;0.000177581;0.000177581
;188;0.000112611;7.30E-05;6.07E-05;6.07E-05;2.12E-05;7.89E-05;0.000112611;5.37E-05;5.37E-05;5.37E-05;5.37E-05;0.000114155;0.000201195;0.000201195
;189;0.000113399;7.26E-05;6.66E-05;6.66E-05;2.20E-05;8.18E-05;0.000113399;5.91E-05;5.91E-05;5.91E-05;5.91E-05;0.000114155;0.000160618;0.000160618
;190;0.000110249;7.39E-05;7.68E-05;7.68E-05;2.23E-05;8.61E-05;0.000110249;7.48E-05;7.48E-05;7.48E-05;7.48E-05;0.000114155;0.000117593;0.000117593
;191;0.000114186;7.63E-05;8.32E-05;8.32E-05;2.35E-05;8.65E-05;0.000114186;7.98E-05;7.98E-05;7.98E-05;7.98E-05;0.000114155;9.60E-05;9.60E-05
;192;0.000113399;7.89E-05;8.58E-05;8.58E-05;2.40E-05;8.70E-05;0.000113399;8.15E-05;8.15E-05;8.15E-05;8.15E-05;0.000114155;7.74E-05;7.74E-05
;193;0.000111036;8.22E-05;9.25E-05;9.25E-05;2.89E-05;9.11E-05;0.000111036;9.86E-05;9.86E-05;9.86E-05;9.86E-05;0.000114155;6.62E-05;6.62E-05
;194;0.000112611;8.30E-05;9.29E-05;9.29E-05;2.97E-05;9.39E-05;0.000112611;9.80E-05;9.80E-05;9.80E-05;9.80E-05;0.000114155;6.06E-05;6.06E-05
;195;0.000112611;8.34E-05;9.36E-05;9.36E-05;2.78E-05;9.47E-05;0.000112611;9.51E-05;9.51E-05;9.51E-05;9.51E-05;0.000114155;5.72E-05;5.72E-05
;196;0.000114974;8.39E-05;9.98E-05;9.98E-05;2.74E-05;9.90E-05;0.000114974;9.87E-05;9.87E-05;9.87E-05;9.87E-05;0.000114155;5.50E-05;5.50E-05
;197;0.000114974;8.68E-05;0.000109384;0.000109384;2.87E-05;0.000107856;0.000114974;9.96E-05;9.96E-05;9.96E-05;9.96E-05;0.000114155;5.42E-05;5.42E-05
;198;0.000114974;0.000103349;0.000129939;0.000129939;5.94E-05;0.000123435;0.000114974;0.00011389;0.00011389;0.00011389;0.00011389;0.000114155;5.85E-05;5.85E-05
;199;0.000117336;0.000139018;0.000154885;0.000154885;0.000148247;0.000138246;0.000117336;0.000143465;0.000143465;0.000143465;0.000143465;0.000114155;7.81E-05;7.81E-05
;200;0.000114974;0.000157871;0.000164257;0.000164257;0.000221073;0.00014645;0.000114974;0.000157447;0.000157447;0.000157447;0.000157447;0.000114155;0.000131776;0.000131776
;201;0.000112611;0.000157923;0.000163549;0.000163549;0.000251666;0.000151632;0.000112611;0.00016085;0.00016085;0.00016085;0.00016085;0.000114155;0.00019135;0.00019135
;202;0.000110249;0.000152983;0.000163825;0.000163825;0.000268631;0.000154208;0.000110249;0.000163455;0.000163455;0.000163455;0.000163455;0.000114155;0.000187836;0.000187836
;203;0.000110249;0.000154011;0.000163035;0.000163035;0.000270023;0.000155539;0.000110249;0.00015729;0.00015729;0.00015729;0.00015729;0.000114155;0.000152046;0.000152046
;204;0.000113399;0.000155373;0.00016407;0.00016407;0.000255138;0.000153482;0.000113399;0.000160333;0.000160333;0.000160333;0.000160333;0.000114155;0.000152379;0.000152379
;205;0.000115761;0.000147983;0.000161371;0.000161371;0.000256645;0.000151717;0.000115761;0.000161847;0.000161847;0.000161847;0.000161847;0.000114155;0.000135492;0.000135492
;206;0.000118124;0.000153108;0.000157148;0.000157148;0.000257379;0.000150591;0.000118124;0.00016203;0.00016203;0.00016203;0.00016203;0.000114155;0.000108956;0.000108956
;207;0.000115761;0.000155282;0.000154268;0.000154268;0.000257354;0.000145239;0.000115761;0.000160296;0.000160296;0.000160296;0.000160296;0.000114155;0.000100293;0.000100293
;208;0.000111824;0.00015374;0.000152014;0.000152014;0.000260492;0.000142441;0.000111824;0.000157324;0.000157324;0.000157324;0.000157324;0.000114155;9.67E-05;9.67E-05
;209;0.000112611;0.000145662;0.000147458;0.000147458;0.000191972;0.000137493;0.000112611;0.000148459;0.000148459;0.000148459;0.000148459;0.000114155;9.90E-05;9.90E-05
;210;0.000110249;0.000143152;0.000140532;0.000140532;0.000145629;0.00013484;0.000110249;0.000140401;0.000140401;0.000140401;0.000140401;0.000114155;0.000123708;0.000123708
;211;0.000110249;0.000142131;0.000137575;0.000137575;0.000132728;0.000134503;0.000110249;0.000135335;0.000135335;0.000135335;0.000135335;0.000114155;0.000177581;0.000177581
;212;0.000114974;0.000141316;0.000137517;0.000137517;0.000122994;0.000132943;0.000114974;0.00013587;0.00013587;0.00013587;0.00013587;0.000114155;0.000201195;0.000201195
;213;0.000114186;0.000142045;0.000133131;0.000133131;0.000107777;0.000131619;0.000114186;0.000133333;0.000133333;0.000133333;0.000133333;0.000114155;0.000160618;0.000160618
;214;0.000116549;0.00013956;0.00012661;0.00012661;7.66E-05;0.000128666;0.000116549;0.000126725;0.000126725;0.000126725;0.000126725;0.000114155;0.000117593;0.000117593
;215;0.000111036;0.000133231;0.0001217;0.0001217;6.48E-05;0.000122999;0.000111036;0.000119661;0.000119661;0.000119661;0.000119661;0.000114155;9.60E-05;9.60E-05
;216;0.000115761;0.000125181;0.000119808;0.000119808;6.73E-05;0.000121286;0.000115761;0.000115185;0.000115185;0.000115185;0.000115185;0.000114155;7.74E-05;7.74E-05
;217;0.000113399;0.000111857;0.000113086;0.000113086;7.19E-05;0.000121686;0.000113399;0.000119122;0.000119122;0.000119122;0.000119122;0.000114155;6.62E-05;6.62E-05
;218;0.000112611;0.000110239;0.000110334;0.000110334;7.57E-05;0.000121093;0.000112611;0.000116872;0.000116872;0.000116872;0.000116872;0.000114155;6.06E-05;6.06E-05
;219;0.000115761;0.000107873;0.000110108;0.000110108;7.10E-05;0.000120624;0.000115761;0.000114962;0.000114962;0.000114962;0.000114962;0.000114155;5.72E-05;5.72E-05
;220;0.000118124;0.000107881;0.000111159;0.000111159;6.52E-05;0.000122791;0.000118124;0.000118043;0.000118043;0.000118043;0.000118043;0.000114155;5.50E-05;5.50E-05
;221;0.000117336;0.000108417;0.000119609;0.000119609;6.71E-05;0.000128663;0.000117336;0.000120368;0.000120368;0.000120368;0.000120368;0.000114155;5.42E-05;5.42E-05
;222;0.000118124;0.000120784;0.000139654;0.000139654;0.000104496;0.000139369;0.000118124;0.000128023;0.000128023;0.000128023;0.000128023;0.000114155;5.85E-05;5.85E-05
;223;0.000117336;0.000147049;0.000156641;0.000156641;0.000196369;0.000149627;0.000117336;0.000158761;0.000158761;0.000158761;0.000158761;0.000114155;7.81E-05;7.81E-05
;224;0.000113399;0.000161644;0.000167582;0.000167582;0.000254864;0.000155599;0.000113399;0.000170631;0.000170631;0.000170631;0.000170631;0.000114155;0.000131776;0.000131776
;225;0.000115761;0.000158355;0.000167084;0.000167084;0.000271487;0.000158006;0.000115761;0.000173154;0.000173154;0.000173154;0.000173154;0.000114155;0.00019135;0.00019135
;226;0.000114974;0.00015113;0.000166774;0.000166774;0.0002779;0.000159504;0.000114974;0.000175164;0.000175164;0.000175164;0.000175164;0.000114155;0.000187836;0.000187836
;227;0.000112611;0.000150522;0.000166548;0.000166548;0.000277728;0.000159284;0.000112611;0.000170429;0.000170429;0.000170429;0.000170429;0.000114155;0.000152046;0.000152046
;228;0.000110249;0.000148943;0.000165577;0.000165577;0.000267135;0.000157843;0.000110249;0.000172816;0.000172816;0.000172816;0.000172816;0.000114155;0.000152379;0.000152379
;229;0.000114974;0.00014012;0.000162304;0.000162304;0.000268779;0.000156245;0.000114974;0.000171761;0.000171761;0.000171761;0.000171761;0.000114155;0.000135492;0.000135492
;230;0.000112611;0.000146963;0.000157547;0.000157547;0.000277068;0.000153434;0.000112611;0.000169001;0.000169001;0.000169001;0.000169001;0.000114155;0.000108956;0.000108956
;231;0.000116549;0.000147914;0.000153365;0.000153365;0.000277061;0.000147161;0.000116549;0.000165992;0.000165992;0.000165992;0.000165992;0.000114155;0.000100293;0.000100293
;232;0.000111824;0.000145219;0.000151112;0.000151112;0.000268007;0.000143589;0.000111824;0.000163173;0.000163173;0.000163173;0.000163173;0.000114155;9.67E-05;9.67E-05
;233;0.000118124;0.000137144;0.00014697;0.00014697;0.000209166;0.000139057;0.000118124;0.000154086;0.000154086;0.000154086;0.000154086;0.000114155;9.90E-05;9.90E-05
;234;0.000111036;0.000135119;0.000141198;0.000141198;0.000157215;0.000136464;0.000111036;0.00014723;0.00014723;0.00014723;0.00014723;0.000114155;0.000123708;0.000123708
;235;0.000117336;0.000132348;0.000137476;0.000137476;0.000145332;0.000136577;0.000117336;0.000141062;0.000141062;0.000141062;0.000141062;0.000114155;0.000177581;0.000177581
;236;0.000117336;0.00013091;0.000136809;0.000136809;0.000131991;0.00013456;0.000117336;0.000142139;0.000142139;0.000142139;0.000142139;0.000114155;0.000201195;0.000201195
;237;0.000110249;0.000130109;0.0001322;0.0001322;0.000112191;0.000132211;0.000110249;0.000138264;0.000138264;0.000138264;0.000138264;0.000114155;0.000160618;0.000160618
;238;0.000118124;0.000126828;0.000124698;0.000124698;8.38E-05;0.000128681;0.000118124;0.000131656;0.000131656;0.000131656;0.000131656;0.000114155;0.000117593;0.000117593
;239;0.000110249;0.000121857;0.000119312;0.000119312;7.34E-05;0.000122986;0.000110249;0.000124617;0.000124617;0.000124617;0.000124617;0.000114155;9.60E-05;9.60E-05
;240;0.000111036;0.000116007;0.000116595;0.000116595;7.27E-05;0.000119866;0.000111036;0.000121348;0.000121348;0.000121348;0.000121348;0.000114155;7.74E-05;7.74E-05
;241;0.000116549;0.000111857;0.000113086;0.000113086;7.19E-05;0.000121686;0.000116549;0.000119122;0.000119122;0.000119122;0.000119122;0.000114155;6.62E-05;6.62E-05
;242;0.000115761;0.000110239;0.000110334;0.000110334;7.57E-05;0.000121093;0.000115761;0.000116872;0.000116872;0.000116872;0.000116872;0.000114155;6.06E-05;6.06E-05
;243;0.000114186;0.000107873;0.000110108;0.000110108;7.10E-05;0.000120624;0.000114186;0.000114962;0.000114962;0.000114962;0.000114962;0.000114155;5.72E-05;5.72E-05
;244;0.000116549;0.000107881;0.000111159;0.000111159;6.52E-05;0.000122791;0.000116549;0.000118043;0.000118043;0.000118043;0.000118043;0.000114155;5.50E-05;5.50E-05
;245;0.000113399;0.000108417;0.000119609;0.000119609;6.71E-05;0.000128663;0.000113399;0.000120368;0.000120368;0.000120368;0.000120368;0.000114155;5.42E-05;5.42E-05
;246;0.000110249;0.000120784;0.000139654;0.000139654;0.000104496;0.000139369;0.000110249;0.000128023;0.000128023;0.000128023;0.000128023;0.000114155;5.85E-05;5.85E-05
;247;0.000113399;0.000147049;0.000156641;0.000156641;0.000196369;0.000149627;0.000113399;0.000158761;0.000158761;0.000158761;0.000158761;0.000114155;7.81E-05;7.81E-05
;248;0.000118124;0.000161644;0.000167582;0.000167582;0.000254864;0.000155599;0.000118124;0.000170631;0.000170631;0.000170631;0.000170631;0.000114155;0.000131776;0.000131776
;249;0.000111824;0.000158355;0.000167084;0.000167084;0.000271487;0.000158006;0.000111824;0.000173154;0.000173154;0.000173154;0.000173154;0.000114155;0.00019135;0.00019135
;250;0.000114974;0.00015113;0.000166774;0.000166774;0.0002779;0.000159504;0.000114974;0.000175164;0.000175164;0.000175164;0.000175164;0.000114155;0.000187836;0.000187836
;251;0.000112611;0.000150522;0.000166548;0.000166548;0.000277728;0.000159284;0.000112611;0.000170429;0.000170429;0.000170429;0.000170429;0.000114155;0.000152046;0.000152046
;252;0.000116549;0.000148943;0.000165577;0.000165577;0.000267135;0.000157843;0.000116549;0.000172816;0.000172816;0.000172816;0.000172816;0.000114155;0.000152379;0.000152379
;253;0.000110249;0.00014012;0.000162304;0.000162304;0.000268779;0.000156245;0.000110249;0.000171761;0.000171761;0.000171761;0.000171761;0.000114155;0.000135492;0.000135492
;254;0.000111824;0.000146963;0.000157547;0.000157547;0.000277068;0.000153434;0.000111824;0.000169001;0.000169001;0.000169001;0.000169001;0.000114155;0.000108956;0.000108956
;255;0.000114974;0.000147914;0.000153365;0.000153365;0.000277061;0.000147161;0.000114974;0.000165992;0.000165992;0.000165992;0.000165992;0.000114155;0.000100293;0.000100293
;256;0.000114974;0.000145219;0.000151112;0.000151112;0.000268007;0.000143589;0.000114974;0.000163173;0.000163173;0.000163173;0.000163173;0.000114155;9.67E-05;9.67E-05
;257;0.000112611;0.000137144;0.00014697;0.00014697;0.000209166;0.000139057;0.000112611;0.000154086;0.000154086;0.000154086;0.000154086;0.000114155;9.90E-05;9.90E-05
;258;0.000116549;0.000135119;0.000141198;0.000141198;0.000157215;0.000136464;0.000116549;0.00014723;0.00014723;0.00014723;0.00014723;0.000114155;0.000123708;0.000123708
;259;0.000118124;0.000132348;0.000137476;0.000137476;0.000145332;0.000136577;0.000118124;0.000141062;0.000141062;0.000141062;0.000141062;0.000114155;0.000177581;0.000177581
;260;0.000111824;0.00013091;0.000136809;0.000136809;0.000131991;0.00013456;0.000111824;0.000142139;0.000142139;0.000142139;0.000142139;0.000114155;0.000201195;0.000201195
;261;0.000114186;0.000130109;0.0001322;0.0001322;0.000112191;0.000132211;0.000114186;0.000138264;0.000138264;0.000138264;0.000138264;0.000114155;0.000160618;0.000160618
;262;0.000117336;0.000126828;0.000124698;0.000124698;8.38E-05;0.000128681;0.000117336;0.000131656;0.000131656;0.000131656;0.000131656;0.000114155;0.000117593;0.000117593
;263;0.000118124;0.000121857;0.000119312;0.000119312;7.34E-05;0.000122986;0.000118124;0.000124617;0.000124617;0.000124617;0.000124617;0.000114155;9.60E-05;9.60E-05
;264;0.000112611;0.000116007;0.000116595;0.000116595;7.27E-05;0.000119866;0.000112611;0.000121348;0.000121348;0.000121348;0.000121348;0.000114155;7.74E-05;7.74E-05
;265;0.000110249;0.000111857;0.000113086;0.000113086;7.19E-05;0.000121686;0.000110249;0.000119122;0.000119122;0.000119122;0.000119122;0.000114155;6.62E-05;6.62E-05
;266;0.000113399;0.000110239;0.000110334;0.000110334;7.57E-05;0.000121093;0.000113399;0.000116872;0.000116872;0.000116872;0.000116872;0.000114155;6.06E-05;6.06E-05
;267;0.000117336;0.000107873;0.000110108;0.000110108;7.10E-05;0.000120624;0.000117336;0.000114962;0.000114962;0.000114962;0.000114962;0.000114155;5.72E-05;5.72E-05
;268;0.000117336;0.000107881;0.000111159;0.000111159;6.52E-05;0.000122791;0.000117336;0.000118043;0.000118043;0.000118043;0.000118043;0.000114155;5.50E-05;5.50E-05
;269;0.000111036;0.000108417;0.000119609;0.000119609;6.71E-05;0.000128663;0.000111036;0.000120368;0.000120368;0.000120368;0.000120368;0.000114155;5.42E-05;5.42E-05
;270;0.000113399;0.000120784;0.000139654;0.000139654;0.000104496;0.000139369;0.000113399;0.000128023;0.000128023;0.000128023;0.000128023;0.000114155;5.85E-05;5.85E-05
;271;0.000114186;0.000147049;0.000156641;0.000156641;0.000196369;0.000149627;0.000114186;0.000158761;0.000158761;0.000158761;0.000158761;0.000114155;7.81E-05;7.81E-05
;272;0.000112611;0.000161644;0.000167582;0.000167582;0.000254864;0.000155599;0.000112611;0.000170631;0.000170631;0.000170631;0.000170631;0.000114155;0.000131776;0.000131776
;273;0.000110249;0.000158355;0.000167084;0.000167084;0.000271487;0.000158006;0.000110249;0.000173154;0.000173154;0.000173154;0.000173154;0.000114155;0.00019135;0.00019135
;274;0.000116549;0.00015113;0.000166774;0.000166774;0.0002779;0.000159504;0.000116549;0.000175164;0.000175164;0.000175164;0.000175164;0.000114155;0.000187836;0.000187836
;275;0.000111036;0.000150522;0.000166548;0.000166548;0.000277728;0.000159284;0.000111036;0.000170429;0.000170429;0.000170429;0.000170429;0.000114155;0.000152046;0.000152046
;276;0.000111824;0.000148943;0.000165577;0.000165577;0.000267135;0.000157843;0.000111824;0.000172816;0.000172816;0.000172816;0.000172816;0.000114155;0.000152379;0.000152379
;277;0.000114974;0.00014012;0.000162304;0.000162304;0.000268779;0.000156245;0.000114974;0.000171761;0.000171761;0.000171761;0.000171761;0.000114155;0.000135492;0.000135492
;278;0.000110249;0.000146963;0.000157547;0.000157547;0.000277068;0.000153434;0.000110249;0.000169001;0.000169001;0.000169001;0.000169001;0.000114155;0.000108956;0.000108956
