;bm_st;hy_rs;wi_on;wi_off;so_ro;nu;li_st;hc_cc;ng_cc;hc_st;ng_ce;ng_gt;ng_st;so_op;hy_rr
342;4482;1375;2613;7026;0;8169;15746;9982;10654;0;0;0;0;0;0
343;4490;1370;1989;6901;2;8187;16028;10960;11978;0;0;0;0;0;0
344;4523;1662;1722;6670;213;8191;16084;11423;12505;0;0;0;0;0;0
345;4523;1569;1596;6188;1302;8196;16115;11866;12901;0;0;0;0;0;0
346;4537;1589;1204;5720;2833;8200;16183;11980;12957;0;0;0;0;0;0
347;4524;1611;735;5372;4145;8202;16256;11403;12965;0;0;0;0;0;0
348;4538;1562;562;5612;4673;8200;16257;11525;13099;0;0;0;0;0;0
349;4572;1412;483;6199;4275;8195;16296;11684;12375;0;0;0;0;0;0
350;4577;1396;487;6591;3024;8192;16290;11654;12463;0;0;0;0;0;0
351;4572;1450;403;6710;1353;8195;16204;11648;13036;0;0;0;0;0;0
352;4579;1634;306;6620;191;8196;16213;11809;13374;0;0;0;0;0;0
353;4562;1558;356;6069;0;8196;16212;11818;13409;0;0;0;0;0;0
354;4593;1636;338;5431;0;8196;16197;11727;13374;0;0;0;0;0;0
355;4580;1581;328;5027;0;8200;16265;11527;13124;0;0;0;0;0;0
356;4593;1550;294;4369;0;8198;16334;11280;12551;0;0;0;0;0;0
357;4600;1466;250;3813;0;8191;16285;10887;11444;0;0;0;0;0;0
358;4591;1455;308;3567;0;8184;16287;9802;11321;0;0;0;0;0;0
359;4586;1455;323;3417;0;8178;16293;7945;10575;0;0;0;0;0;0
360;4564;1479;292;3437;0;8179;16113;6087;9675;0;0;0;0;0;0
361;4543;1467;312;3593;0;8178;15781;5955;9536;0;0;0;0;0;0
362;4541;1456;333;3505;0;8171;15593;5780;9573;0;0;0;0;0;0
363;4522;1438;370;3464;0;8176;15466;5771;9584;0;0;0;0;0;0
364;4507;1416;385;3645;0;8181;15377;5738;9544;0;0;0;0;0;0
365;4509;1409;450;3753;0;8185;15207;5813;9602;0;0;0;0;0;0
366;4500;1423;484;3753;0;8185;15319;6061;9766;0;0;0;0;0;0
367;4513;1389;482;3902;2;8176;15615;6622;10260;0;0;0;0;0;0
368;4540;1369;594;4063;102;8111;15794;7221;11107;0;0;0;0;0;0
369;4534;1358;1143;3896;692;7876;15967;7697;11090;0;0;0;0;0;0
370;4538;1358;1556;3974;1780;8076;15979;7784;11081;0;0;0;0;0;0
371;4545;1359;2112;4376;2703;8143;15947;7780;11168;0;0;0;0;0;0
372;4565;1339;3143;4952;3233;8140;15908;7666;11053;0;0;0;0;0;0
373;4556;1337;3847;5106;3067;8139;15754;7340;11116;0;0;0;0;0;0
374;4562;1308;4401;5028;2165;8156;15690;7268;11080;0;0;0;0;0;0
375;4562;1293;5232;4594;964;8185;15650;7323;11267;0;0;0;0;0;0
376;4571;1326;5692;4643;108;8184;15989;7419;11127;0;0;0;0;0;0
377;4565;1283;5571;5063;0;8183;16006;7710;11359;0;0;0;0;0;0
378;4592;1261;5584;5827;0;8177;16015;7897;11379;0;0;0;0;0;0
379;4599;1251;4968;5948;0;8182;15861;8207;11414;0;0;0;0;0;0
380;4603;1237;4757;5765;0;8166;15670;7703;11024;0;0;0;0;0;0
381;4601;1237;4562;5728;0;8170;15223;6828;9945;0;0;0;0;0;0
382;4596;1235;4197;5360;0;8174;14878;6597;8970;0;0;0;0;0;0
383;4593;1228;3773;4974;0;8173;14675;6138;8377;0;0;0;0;0;0
384;4569;1195;3356;4521;0;8169;14322;5647;8102;0;0;0;0;0;0
385;4558;1181;3103;3894;0;8167;14229;4827;8037;0;0;0;0;0;0
386;4565;1176;3180;3202;0;8165;14057;4794;7792;0;0;0;0;0;0
387;4550;1180;3420;2568;0;8163;13474;5236;7840;0;0;0;0;0;0
388;4539;1179;3553;2271;0;8166;13371;5066;7716;0;0;0;0;0;0
389;4536;1173;3495;2322;0;8109;13444;5050;7737;0;0;0;0;0;0
390;4538;1174;3528;2291;0;7881;13225;5499;7754;0;0;0;0;0;0
391;4552;1162;3266;2475;2;8060;13525;5827;8186;0;0;0;0;0;0
392;4556;1162;3132;2493;154;8169;13772;6694;9598;0;0;0;0;0;0
393;4555;1168;2893;2454;894;8171;14512;7424;10134;0;0;0;0;0;0
394;4572;1181;2456;2308;1748;8179;15188;7802;10072;0;0;0;0;0;0
395;4582;1182;1923;2169;2612;8182;15515;7866;10097;0;0;0;0;0;0
396;4581;1178;1622;2042;3150;8174;15548;7911;10061;0;0;0;0;0;0
397;4586;1177;1301;2062;2976;8178;15509;8013;10120;0;0;0;0;0;0
398;4578;1191;922;2062;2043;8188;15233;8081;10111;0;0;0;0;0;0
399;4597;1202;983;2118;854;8188;15257;8253;9945;0;0;0;0;0;0
400;4452;1169;1191;2254;74;8196;15463;7983;10070;0;0;0;0;0;0
401;4386;1173;1343;2863;0;8186;15554;7976;10191;0;0;0;0;0;0
402;4447;1176;1283;3652;0;8189;15509;7933;10110;0;0;0;0;0;0
403;4495;1195;1602;4554;0;8179;15444;7933;9931;0;0;0;0;0;0
404;4577;1199;1808;5337;0;8165;15322;7769;9826;0;0;0;0;0;0
405;4603;1187;1723;6374;0;8164;15199;7690;9369;0;0;0;0;0;0
406;4593;1189;2118;7044;0;8156;15265;7267;9187;0;0;0;0;0;0
407;4589;1186;2444;7574;0;8155;14971;6678;8615;0;0;0;0;0;0
408;4591;1171;2385;7966;0;8138;14605;6088;8253;0;0;0;0;0;0
409;4548;1150;2520;8121;0;8136;14632;6060;8091;0;0;0;0;0;0
410;4547;1148;2316;8223;0;8138;14725;6157;7974;0;0;0;0;0;0
411;4545;1142;2314;8322;0;8137;14693;6085;8034;0;0;0;0;0;0
412;4524;1134;2530;8456;0;8147;14620;6162;8098;0;0;0;0;0;0
413;4515;1163;3095;9223;0;8145;14618;6954;8627;0;0;0;0;0;0
414;4514;1195;3773;10246;0;8143;15447;8082;9572;0;0;0;0;0;0
415;4488;1282;4535;11233;4;8143;15890;8356;10702;0;0;0;0;0;0
416;4529;1227;5127;12034;113;8148;16017;8397;11179;0;0;0;0;0;0
417;4530;1336;5479;12882;572;8148;16058;8637;11355;0;0;0;0;0;0
418;4551;1251;5656;13928;1347;8053;16291;8556;11331;0;0;0;0;0;0
419;4556;1258;5948;15501;2119;7937;16301;8593;11356;0;0;0;0;0;0
420;4576;1286;6062;17105;2533;7927;16128;8503;11294;0;0;0;0;0;0
421;4597;1277;5990;18669;2268;7927;16055;8378;11113;0;0;0;0;0;0
422;4605;1322;6041;20101;1682;7938;15778;8185;10760;0;0;0;0;0;0
423;4604;1291;5872;21449;792;7938;16005;7917;10537;0;0;0;0;0;0
424;4613;1292;5766;22801;117;8001;16099;7105;10370;0;0;0;0;0;0
425;4612;1301;5792;23874;0;8122;16105;7135;10484;0;0;0;0;0;0
426;4604;1279;5654;25070;0;8122;16068;7316;10333;0;0;0;0;0;0
427;4617;1282;5460;25900;0;8124;15772;6477;9721;0;0;0;0;0;0
428;4632;1293;5248;26264;0;8118;15463;5411;7710;0;0;0;0;0;0
429;4616;1344;5463;25893;0;8066;15307;4600;7017;0;0;0;0;0;0
430;4612;1363;5540;25079;0;7983;14950;4667;5976;0;0;0;0;0;0
431;4613;1394;5864;24802;0;7884;13466;4772;5563;0;0;0;0;0;0
432;4588;1402;6161;24407;0;7917;12221;4823;4813;0;0;0;0;0;0
433;4555;1374;6028;24195;0;7882;11170;5166;4947;0;0;0;0;0;0
434;4554;1337;6168;23831;0;7872;10740;5472;5005;0;0;0;0;0;0
435;4547;1355;5953;24155;0;7874;11057;5848;5040;0;0;0;0;0;0
436;4545;1405;6015;24786;0;7827;10620;6057;5051;0;0;0;0;0;0
437;4530;1401;5828;26076;0;7853;10883;6103;5302;0;0;0;0;0;0
438;4512;1359;5465;27986;0;7896;12831;5879;6067;0;0;0;0;0;0
439;4525;1321;5837;28661;4;7900;14259;6607;6321;0;0;0;0;0;0
440;4537;1311;5185;29695;168;8024;14497;7087;6384;0;0;0;0;0;0
441;4575;1305;4307;30178;974;8125;14582;6965;6237;0;0;0;0;0;0
442;4552;1327;4189;30601;1810;8149;14528;6979;6313;0;0;0;0;0;0
443;4558;1337;3996;30447;2272;8148;14523;7068;6303;0;0;0;0;0;0
444;4563;1367;3513;29957;2325;8149;15206;7457;6389;0;0;0;0;0;0
445;4581;1356;2798;29109;1879;8146;15400;7727;6363;0;0;0;0;0;0
446;4575;1325;2733;28299;1228;8142;15287;8043;6393;0;0;0;0;0;0
447;4436;1312;2807;27967;555;8139;15299;7976;6428;0;0;0;0;0;0
448;4419;1316;3241;27516;88;8137;15666;8038;6419;0;0;0;0;0;0
449;4459;1363;4049;27456;1;8077;15684;7818;6441;0;0;0;0;0;0
450;4367;1401;4146;28382;0;7994;15514;7577;6432;0;0;0;0;0;0
451;4523;1367;4379;29687;0;7897;14865;6981;6298;0;0;0;0;0;0
452;4580;1396;4909;30738;0;7883;14028;5499;5645;0;0;0;0;0;0
453;4580;1373;5499;31858;0;7874;12070;4522;4869;0;0;0;0;0;0
454;4572;1384;5726;31727;0;7844;10538;4227;4676;0;0;0;0;0;0
455;4577;1390;5767;32356;0;7677;8158;3839;4528;0;0;0;0;0;0
456;4556;1361;5810;31923;0;7538;7115;3646;4283;0;0;0;0;0;0
457;4557;1373;5431;31974;0;7544;7649;3497;4377;0;0;0;0;0;0
458;4573;1373;5511;31377;0;7552;7727;3443;4382;0;0;0;0;0;0
459;4550;1339;5698;31067;0;7513;7972;3588;4399;0;0;0;0;0;0
460;4535;1348;6022;30756;0;7506;7786;3929;4480;0;0;0;0;0;0
461;4542;1390;6081;31171;0;7509;8597;4265;4661;0;0;0;0;0;0
462;4519;1414;5869;32354;0;7464;9506;4882;5161;0;0;0;0;0;0
463;4508;1342;5799;32196;5;7478;11263;4999;5585;0;0;0;0;0;0
464;4514;1427;5816;31630;338;7475;11660;5248;5615;0;0;0;0;0;0
465;4506;1480;5823;31272;1923;7428;11423;5343;5635;0;0;0;0;0;0
466;4510;1367;5819;30831;4019;7451;11513;5248;5454;0;0;0;0;0;0
467;4562;1495;5812;30797;6060;7440;11401;5278;5655;0;0;0;0;0;0
468;4573;1473;5830;29851;7335;7387;11476;4957;5595;0;0;0;0;0;0
469;4584;1418;5580;28810;7292;7390;11473;4872;5482;0;0;0;0;0;0
470;4557;1308;5811;27474;5517;7394;11485;4896;5508;0;0;0;0;0;0
471;4538;1306;5831;27540;2676;7408;10982;5158;5502;0;0;0;0;0;0
472;4551;1387;5829;28743;438;7418;10570;5432;5483;0;0;0;0;0;0
473;4609;1289;5857;30674;0;7415;10331;5360;5545;0;0;0;0;0;0
474;4653;1315;6071;32090;0;7412;10800;5555;5495;0;0;0;0;0;0
475;4636;1320;6091;32212;0;7468;9978;5414;5338;0;0;0;0;0;0
476;4629;1291;6043;32791;0;7600;9174;5215;4974;0;0;0;0;0;0
477;4626;1251;5901;32732;0;7607;8061;4653;4561;0;0;0;0;0;0
478;4614;1300;5887;32348;0;7631;7014;4463;4502;0;0;0;0;0;0
479;4620;1271;5879;32821;0;7615;6335;4578;4071;0;0;0;0;0;0
480;4604;1285;5866;33662;0;7443;5900;4165;3685;0;0;0;0;0;0
481;4597;1257;5842;34407;0;7427;5740;4225;3630;0;0;0;0;0;0
482;4582;1226;6040;35338;0;7138;5731;4220;3503;0;0;0;0;0;0
483;4597;1240;6091;35961;0;6891;5700;4015;3510;0;0;0;0;0;0
484;4590;1222;6073;36294;0;6747;5715;3863;3573;0;0;0;0;0;0
485;4555;1217;5990;38244;0;7080;5737;3828;3616;0;0;0;0;0;0
486;4554;1201;5550;40450;0;7332;5890;3607;3912;0;0;0;0;0;0
487;4568;1225;4668;40988;6;7763;7224;3569;4571;0;0;0;0;0;0
488;4587;1222;3435;39528;493;7879;8664;4584;4773;0;0;0;0;0;0
489;4565;1204;3410;37698;2979;7866;8655;4959;4757;0;0;0;0;0;0
490;4565;1268;3562;36682;6627;7838;8761;4864;4685;0;0;0;0;0;0
491;4558;1155;3730;35345;8670;7862;8785;4143;4643;0;0;0;0;0;0
492;4571;1207;3851;34887;8437;7865;8877;4008;4632;0;0;0;0;0;0
493;4579;1201;3756;34025;7226;7854;8922;4156;4669;0;0;0;0;0;0
494;4557;1124;3521;32805;5152;7856;9528;4142;4840;0;0;0;0;0;0
495;4584;1146;3553;31518;2447;7843;9822;4429;5046;0;0;0;0;0;0
496;4585;1187;3476;32604;364;7743;9990;4867;5176;0;0;0;0;0;0
497;4584;1169;3790;32824;0;7667;10174;4681;5249;0;0;0;0;0;0
498;4601;1228;3812;32196;0;7498;9822;4863;5464;0;0;0;0;0;0
499;4597;1235;3862;32447;0;7443;9942;4974;5429;0;0;0;0;0;0
500;4619;1124;4052;32149;0;7452;9952;4094;5147;0;0;0;0;0;0
501;4616;1130;4259;31881;0;7467;8412;3708;4760;0;0;0;0;0;0
502;4595;1170;5026;31407;0;7454;7310;3442;4543;0;0;0;0;0;0
503;4616;1150;5222;32788;0;7383;6192;2933;4219;0;0;0;0;0;0
504;4597;1142;5559;34139;0;7368;5733;2553;3974;0;0;0;0;0;0
505;4582;1153;5236;34623;0;7388;5705;2539;3860;0;0;0;0;0;0
506;4586;1210;4772;35856;0;7426;5701;2571;3871;0;0;0;0;0;0
507;4563;1161;5780;34862;0;7219;5853;2561;3914;0;0;0;0;0;0
508;4544;1237;6675;34624;0;7149;5996;2684;4112;0;0;0;0;0;0
509;4534;1223;5909;35045;0;7364;6310;2963;4456;0;0;0;0;0;0
510;4521;1307;4990;34441;0;7593;8100;3949;5372;0;0;0;0;0;0
511;4521;1285;4531;31753;5;7626;10788;4557;6244;0;0;0;0;0;0
512;4556;1365;4524;27535;650;7565;11310;4893;6739;0;0;0;0;0;0
513;4516;1334;4523;23427;3099;7369;12011;5438;7297;0;0;0;0;0;0
514;4521;1339;4527;20889;5463;7527;12342;5573;8055;0;0;0;0;0;0
515;4536;1340;4518;19083;6885;7538;13614;5947;8933;0;0;0;0;0;0
516;4540;1466;4942;17816;7499;7534;13934;6287;9406;0;0;0;0;0;0
517;4547;1267;5203;17139;7061;7520;14352;5983;9501;0;0;0;0;0;0
518;4561;1261;5199;16037;5348;7513;14802;5625;10076;0;0;0;0;0;0
519;4564;1264;5206;14282;2662;7656;15389;5610;10430;0;0;0;0;0;0
520;4577;1255;5184;13267;480;7771;15457;5570;10753;0;0;0;0;0;0
521;4590;1265;5223;12777;0;7780;15581;5805;10809;0;0;0;0;0;0
522;4587;1357;5352;13303;0;7782;15561;5995;10830;0;0;0;0;0;0
523;4599;1338;5437;13607;0;7786;15439;5727;10490;0;0;0;0;0;0
524;4610;1329;5464;13451;0;7790;15556;5448;10060;0;0;0;0;0;0
525;4599;1313;5361;12699;0;7792;15737;5152;8914;0;0;0;0;0;0
526;4574;1392;5297;11666;0;7844;15804;4672;8397;0;0;0;0;0;0
527;4574;1315;4779;10835;0;7773;15688;4387;7176;0;0;0;0;0;0
528;4575;1358;4354;10073;0;7774;15519;4489;5369;0;0;0;0;0;0
529;4555;1359;3976;9067;0;7928;15522;4144;5253;0;0;0;0;0;0
530;4555;1336;2995;8245;0;7933;15429;3572;5334;0;0;0;0;0;0
531;4557;1396;2295;8154;0;7934;15499;3624;5201;0;0;0;0;0;0
532;4534;1427;1690;8252;0;7939;14815;3713;5306;0;0;0;0;0;0
533;4530;1369;1423;8839;0;8055;14973;3782;5546;0;0;0;0;0;0
534;4524;1401;1710;9638;0;8120;15334;4013;5788;0;0;0;0;0;0
535;4537;1438;2203;10131;0;8098;15698;3956;6575;0;0;0;0;0;0
536;4554;1360;3271;10673;120;8106;15922;4120;7322;0;0;0;0;0;0
537;4532;1347;3968;10838;979;8124;16016;4373;7474;0;0;0;0;0;0
538;4568;1349;4778;10356;2461;8124;16056;4406;7572;0;0;0;0;0;0
539;4570;1353;4831;9266;4035;8128;16105;4354;7508;0;0;0;0;0;0
540;4564;1355;4568;8135;5159;8128;16126;4677;7529;0;0;0;0;0;0
541;4583;1379;4272;6816;4829;8128;16104;4808;7324;0;0;0;0;0;0
542;4589;1387;3750;5620;3532;8125;16041;5136;7615;0;0;0;0;0;0
543;4602;1402;2807;4430;1766;8128;16189;5630;7704;0;0;0;0;0;0
544;4594;1391;1930;4318;325;8129;16297;6384;7921;0;0;0;0;0;0
545;4584;1404;1547;5282;0;8135;16320;6836;8016;0;0;0;0;0;0
546;4594;1417;1233;6610;0;8135;16322;6845;8067;0;0;0;0;0;0
547;4626;1337;1023;6809;0;8138;16204;6651;8088;0;0;0;0;0;0
548;4605;1325;790;6173;0;8135;16157;6447;8064;0;0;0;0;0;0
549;4598;1337;490;5425;0;8136;16101;6255;7938;0;0;0;0;0;0
550;4588;1382;299;5062;0;8149;16095;5849;7513;0;0;0;0;0;0
551;4599;1372;208;4946;0;8147;16004;5092;6705;0;0;0;0;0;0
552;4580;1343;152;5087;0;8138;15896;4569;5671;0;0;0;0;0;0
553;4571;1322;76;6111;0;8060;15364;4082;5545;0;0;0;0;0;0
554;4566;1362;75;6991;0;8108;14305;3570;5450;0;0;0;0;0;0
555;4551;1345;376;7528;0;8139;13877;3103;5452;0;0;0;0;0;0
556;4536;1357;109;8207;0;8141;13913;3174;5516;0;0;0;0;0;0
557;4532;1374;93;8975;0;8106;14220;3538;5488;0;0;0;0;0;0
558;4515;1330;205;9711;0;7875;13994;3993;5675;0;0;0;0;0;0
559;4520;1326;165;10036;6;7711;14297;4648;5958;0;0;0;0;0;0
560;4533;1362;146;10025;316;7700;14865;5425;6362;0;0;0;0;0;0
561;4543;1323;445;9729;1656;7700;15267;6295;6713;0;0;0;0;0;0
562;4566;1341;474;9213;3415;7863;15579;6751;6994;0;0;0;0;0;0
563;4565;1375;340;8786;4420;7957;15624;6898;7100;0;0;0;0;0;0
564;4576;1353;426;8163;4585;7962;15431;6846;7113;0;0;0;0;0;0
565;4598;1349;414;7792;4264;7975;15615;6571;7048;0;0;0;0;0;0
566;4593;1284;279;7528;3255;7977;15826;6352;6809;0;0;0;0;0;0
567;4604;1264;313;6712;1859;7983;15953;6328;7104;0;0;0;0;0;0
568;4614;1269;191;6237;417;7987;16073;6476;7889;0;0;0;0;0;0
569;4589;1288;195;5937;1;8005;16188;6574;8412;0;0;0;0;0;0
570;4596;1325;237;5742;0;8007;16259;6593;8436;0;0;0;0;0;0
571;4598;1313;176;5460;0;8013;16219;6605;8477;0;0;0;0;0;0
572;4606;1274;255;5301;0;8016;15970;6509;8416;0;0;0;0;0;0
573;4612;1265;234;5455;0;8023;16021;6383;8389;0;0;0;0;0;0
574;4599;1259;173;5449;0;8030;15927;6231;8391;0;0;0;0;0;0
575;4607;1251;252;5272;0;8030;15804;6221;7735;0;0;0;0;0;0
576;4597;1259;397;4900;0;7960;15748;5922;7327;0;0;0;0;0;0
577;4568;1254;436;4449;0;8044;15851;5827;7258;0;0;0;0;0;0
578;4559;1256;365;3942;0;8055;15730;6063;7130;0;0;0;0;0;0
579;4541;1246;323;3485;0;8067;15564;6559;7106;0;0;0;0;0;0
580;4536;1248;600;3233;0;8065;15678;7172;7121;0;0;0;0;0;0
581;4552;1256;691;2897;0;8082;15781;8838;8610;0;0;0;0;0;0
582;4531;1350;453;2382;0;8094;15915;9994;10605;0;0;0;0;0;0
583;4538;1366;480;2229;7;8103;15886;10818;11746;0;0;0;0;0;0
584;4551;1460;432;2026;348;8124;15921;11380;12206;0;0;0;0;0;0
585;4532;1422;490;2013;1490;8148;15948;11427;13123;0;0;0;0;0;0
586;4582;1296;616;1848;2901;8152;15948;11509;13061;0;0;0;0;0;0
587;4589;1359;797;1760;4315;8156;15958;11671;12612;0;0;0;0;0;0
588;4587;1326;1010;1770;5148;8158;16064;11644;12650;0;0;0;0;0;0
589;4609;1357;1362;2161;5048;8160;15997;11655;12383;0;0;0;0;0;0
590;4612;1402;1467;2642;4139;8166;15940;11685;12409;0;0;0;0;0;0
591;4597;1398;1899;3000;2271;8172;15909;11773;12555;0;0;0;0;0;0
592;4608;1379;2313;4080;439;8183;15937;11692;12698;0;0;0;0;0;0
593;4599;1446;2728;6029;3;8183;15980;11629;12676;0;0;0;0;0;0
594;4619;1432;3048;8008;0;8181;15983;11675;12851;0;0;0;0;0;0
595;4608;1376;2472;9559;0;8178;15779;11632;12736;0;0;0;0;0;0
596;4599;1384;2180;10336;0;8174;15505;11525;11871;0;0;0;0;0;0
597;4607;1400;1727;10954;0;8166;15751;11318;10544;0;0;0;0;0;0
598;4614;1406;1100;11167;0;8164;15940;10474;9163;0;0;0;0;0;0
599;4611;1406;703;11521;0;8157;15534;9101;8517;0;0;0;0;0;0
600;4605;1404;707;11656;0;8143;14979;7919;7464;0;0;0;0;0;0
601;4587;1377;583;12455;0;8136;14960;7413;7069;0;0;0;0;0;0
602;4594;1351;536;13011;0;8135;14999;7052;6850;0;0;0;0;0;0
603;4573;1352;565;13716;0;8143;15042;6898;6979;0;0;0;0;0;0
604;4554;1411;763;14198;0;8145;15150;7165;7026;0;0;0;0;0;0
605;4528;1331;1096;14286;0;8150;15701;8416;8336;0;0;0;0;0;0
606;4529;1377;1331;14754;0;8135;15918;10050;10620;0;0;0;0;0;0
607;4552;1419;1268;14141;14;8143;15968;10970;11410;0;0;0;0;0;0
608;4585;1441;922;13196;243;8179;16038;11197;11597;0;0;0;0;0;0
609;4563;1453;1078;12405;1123;8179;16069;11121;11654;0;0;0;0;0;0
610;4567;1375;1319;11734;2585;8176;16114;11114;11504;0;0;0;0;0;0
611;4587;1387;1489;11389;4132;8174;16073;11076;11524;0;0;0;0;0;0
612;4593;1433;1340;11517;4637;8175;16065;11034;11469;0;0;0;0;0;0
613;4573;1478;1248;11317;4277;8168;16091;11002;11538;0;0;0;0;0;0
614;4572;1472;1179;11245;3215;8164;16094;10964;11571;0;0;0;0;0;0
615;4578;1446;1537;11173;1747;8167;16073;10977;11670;0;0;0;0;0;0
616;4592;1473;1794;12065;390;8170;16082;11043;11611;0;0;0;0;0;0
617;4583;1454;1830;13379;3;8168;16049;11009;11429;0;0;0;0;0;0
618;4586;1454;1782;14043;0;8168;15963;11024;11438;0;0;0;0;0;0
619;4581;1467;1888;13909;0;8165;15998;10919;11398;0;0;0;0;0;0
620;4585;1465;2333;13892;0;8165;16001;10824;11005;0;0;0;0;0;0
621;4620;1449;2364;14095;0;8163;15906;10090;9324;0;0;0;0;0;0
622;4599;1471;2795;13596;0;8155;15423;8649;7548;0;0;0;0;0;0
623;4536;1451;2559;13040;0;8155;14899;7327;6670;0;0;0;0;0;0
624;4526;1452;2246;12898;0;8083;14819;6499;6578;0;0;0;0;0;0
625;4505;1434;2548;12553;0;8156;14451;5952;6631;0;0;0;0;0;0
626;4512;1454;3188;12670;0;8115;14305;5653;6428;0;0;0;0;0;0
627;4489;1485;3536;12829;0;8061;14476;5151;6330;0;0;0;0;0;0
628;4484;1425;4591;12510;0;8151;14818;5533;6437;0;0;0;0;0;0
629;4458;1426;4616;12005;0;8158;15437;6871;7332;0;0;0;0;0;0
630;4442;1555;4442;11336;0;8157;16222;8599;9278;0;0;0;0;0;0
631;4454;1501;4125;10874;10;8157;16362;10241;11102;0;0;0;0;0;0
632;4470;1497;4262;10848;283;8161;16479;11240;11362;0;0;0;0;0;0
633;4467;1477;4091;11009;1358;8165;16467;11063;11314;0;0;0;0;0;0
634;4481;1457;3806;10874;2693;8172;16486;10847;11198;0;0;0;0;0;0
635;4489;1442;3520;10262;4006;8171;16493;10880;11395;0;0;0;0;0;0
636;4493;1455;2872;9817;4813;8178;16545;11074;11305;0;0;0;0;0;0
637;4507;1484;1871;9199;4586;8181;16576;11109;11155;0;0;0;0;0;0
638;4513;1516;1534;8554;3265;8180;16558;11049;11222;0;0;0;0;0;0
639;4526;1481;1824;8448;1509;8172;16573;10646;11375;0;0;0;0;0;0
640;4531;1469;1986;9036;209;8178;16544;10279;11390;0;0;0;0;0;0
641;4534;1679;2143;9542;0;8181;16430;10442;11507;0;0;0;0;0;0
642;4540;1554;2150;10374;0;8173;16319;10575;11582;0;0;0;0;0;0
643;4555;1488;2166;11002;0;8166;16382;10451;11493;0;0;0;0;0;0
644;4558;1486;2101;11290;0;8163;16589;10521;11054;0;0;0;0;0;0
645;4561;1548;2132;11888;0;8156;16557;10208;10619;0;0;0;0;0;0
646;4537;1502;2268;12339;0;8156;16084;9175;9927;0;0;0;0;0;0
647;4538;1505;2078;12616;0;8150;15472;8286;9173;0;0;0;0;0;0
648;4530;1490;1681;13157;0;8157;15437;6826;7893;0;0;0;0;0;0
649;4501;1464;1089;13140;0;8152;15456;5954;7724;0;0;0;0;0;0
650;4486;1433;970;12426;0;8152;15433;5612;7315;0;0;0;0;0;0
651;4498;1488;970;11564;0;8133;15430;5175;7198;0;0;0;0;0;0
652;4510;1543;1047;10926;0;8154;15444;5714;7187;0;0;0;0;0;0
653;4529;1526;1192;9916;0;8155;15899;6670;7828;0;0;0;0;0;0
654;4522;1514;1303;8900;0;8162;16481;8771;9456;0;0;0;0;0;0
655;4503;1499;1432;8153;14;8161;16545;10552;10432;0;0;0;0;0;0
656;4504;1467;1742;7685;192;8175;16604;10958;10458;0;0;0;0;0;0
657;4468;1472;2491;7755;878;8168;16569;11048;10408;0;0;0;0;0;0
658;4468;1492;3037;7875;1698;8170;16594;10872;10540;0;0;0;0;0;0
659;4481;1473;3274;8163;2240;8164;16546;10735;10573;0;0;0;0;0;0
660;4481;1421;3148;8325;2587;8163;16552;10479;10784;0;0;0;0;0;0
661;4503;1384;2827;8576;2785;8157;16507;10222;10898;0;0;0;0;0;0
662;4499;1400;2150;9031;2626;8154;15856;9888;10558;0;0;0;0;0;0
663;4543;1478;1692;8962;1579;8153;15368;9670;10911;0;0;0;0;0;0
664;4539;1497;1482;9435;303;8149;15448;10085;10952;0;0;0;0;0;0
665;4548;1501;1800;10132;4;8148;15399;10190;10910;0;0;0;0;0;0
666;4555;1509;2434;10781;0;8154;15354;10118;10977;0;0;0;0;0;0
667;4556;1495;2660;11121;0;8141;14818;9161;10705;0;0;0;0;0;0
668;4548;1563;2857;10265;0;8135;14655;9013;10889;0;0;0;0;0;0
669;4535;1551;3046;8735;0;8125;14622;7717;10154;0;0;0;0;0;0
670;4537;1524;3319;7656;0;8116;14261;6420;9240;0;0;0;0;0;0
671;4571;1538;4193;7847;0;8026;14108;4987;7019;0;0;0;0;0;0
672;4553;1560;5132;7789;0;7944;14047;3440;5319;0;0;0;0;0;0
673;4551;1544;5588;8031;0;7953;13874;2895;5261;0;0;0;0;0;0
674;4550;1537;5790;8671;0;7894;13556;3104;5219;0;0;0;0;0;0
675;4539;1572;6185;9970;0;7985;13413;2805;5158;0;0;0;0;0;0
676;4495;1589;6630;11426;0;8077;13559;2810;5247;0;0;0;0;0;0
677;4477;1588;6622;13985;0;8088;14766;3161;5421;0;0;0;0;0;0
678;4502;1614;6588;16709;0;8103;15572;4247;6337;0;0;0;0;0;0
679;4496;1644;6551;18525;18;8099;15885;5536;7331;0;0;0;0;0;0
680;4520;1681;6516;19963;273;8105;15936;5799;7402;0;0;0;0;0;0
681;4522;1667;6448;20840;1481;8113;15868;5820;7411;0;0;0;0;0;0
682;4476;1651;6412;21261;3343;8097;15862;5523;7370;0;0;0;0;0;0
683;4495;1673;6375;21327;5202;8097;15785;4524;7326;0;0;0;0;0;0
684;4523;1657;6347;21396;6085;8088;15681;4260;7281;0;0;0;0;0;0
685;4560;1668;6369;21582;5685;8088;15418;3841;7131;0;0;0;0;0;0
686;4570;1703;6360;21287;4451;8101;15463;3718;6981;0;0;0;0;0;0
687;4571;1693;6393;20540;2375;8098;15525;3874;6949;0;0;0;0;0;0
688;4590;1688;6447;19631;617;8090;15579;4594;7192;0;0;0;0;0;0
